create_rate,modified_rate,rename_rate,delete_rate,operations_rate,directories_affected,activity_burst,label
2.449,1.51,0.0,0.245,4.24,2,2.0,0
0.044,0.216,0.0,0.0,0.358,1,1.0,0
0.353,0.712,0.0,0.0,1.072,1,1.0,0
6.152,10.661,16.482,1.88,35.113,6,20.0,1
8.281,14.866,24.739,0.11,47.826,5,37.0,1
7.699,9.327,9.9,1.031,27.743,5,54.0,1
0.225,0.564,0.0,0.0,0.702,2,3.0,0
9.77,31.329,20.646,0.185,61.568,7,15.0,1
1.399,2.864,0.289,0.335,4.953,1,2.0,0
0.094,0.922,0.0,0.0,1.045,2,3.0,0
0.001,0.877,0.0,0.0,0.906,1,3.0,0
2.329,0.841,0.0,0.135,3.251,1,4.0,0
0.002,0.434,0.0,0.0,0.403,0,0.0,0
1.532,1.67,0.437,0.473,4.111,2,2.0,0
3.27,13.311,30.423,0.712,47.623,6,38.0,1
4.376,5.103,32.476,1.547,43.581,5,18.0,1
4.239,4.293,0.115,0.462,9.122,2,4.0,0
0.103,1.048,0.0,0.101,1.314,1,1.0,0
0.163,0.875,0.0,0.0,1.11,1,2.0,0
0.105,0.295,0.0,0.0,0.47,0,1.0,0
0.282,0.215,0.0,0.0,0.474,1,2.0,0
2.106,3.893,0.301,0.376,6.695,2,4.0,0
0.107,0.343,0.0,0.043,0.566,0,0.0,0
2.784,7.08,5.131,0.743,15.946,4,9.0,1
8.977,20.522,33.612,2.502,65.678,8,28.0,1
7.996,29.626,26.696,2.37,66.764,6,54.0,1
2.301,1.704,0.0,0.518,4.509,2,3.0,0
2.567,7.036,4.376,0.001,13.971,5,8.0,1
0.03,0.137,0.0,0.0,0.136,1,0.0,0
0.142,0.074,0.0,0.0,0.193,0,0.0,0
7.37,13.407,21.977,3.466,46.301,10,26.0,1
4.859,17.55,27.344,1.339,50.696,6,51.0,1
2.308,19.075,13.924,2.556,37.997,10,30.0,1
2.482,8.563,12.616,1.245,24.905,5,38.0,1
6.522,9.136,5.396,2.972,23.786,5,20.0,1
0.217,0.16,0.0,0.0,0.355,0,0.0,0
6.399,14.846,17.235,0.464,38.716,7,27.0,1
0.102,0.872,0.0,0.0,0.95,1,2.0,0
2.543,5.977,7.434,0.842,16.976,4,7.0,1
6.255,24.537,6.105,2.682,39.503,11,15.0,1
1.301,1.088,0.0,0.208,2.681,2,5.0,0
1.098,5.794,8.399,0.525,15.598,6,14.0,1
3.036,33.152,18.099,2.751,57.29,6,25.0,1
6.45,9.022,16.3,3.015,34.778,11,26.0,1
2.767,3.001,0.494,0.428,6.72,1,3.0,0
7.609,13.353,18.637,2.2,41.798,8,23.0,1
0.102,0.104,0.144,0.0,0.344,0,0.0,0
4.141,21.827,24.408,1.401,51.959,5,59.0,1
3.913,30.66,20.813,1.431,56.801,8,27.0,1
7.037,13.105,14.1,3.244,37.643,10,24.0,1
1.158,8.206,21.0,0.097,30.404,4,40.0,1
4.96,15.288,16.933,2.122,39.354,5,56.0,1
4.143,17.265,11.56,0.933,33.727,7,17.0,1
0.791,1.492,0.0,0.353,2.594,2,3.0,0
7.605,23.494,8.253,1.585,40.975,9,20.0,1
0.204,0.221,0.0,0.0,0.367,1,2.0,0
8.66,21.522,18.589,0.518,49.474,3,20.0,1
1.375,2.019,0.412,0.428,4.275,1,6.0,0
2.244,2.885,0.578,0.293,5.936,1,5.0,0
0.298,0.624,0.0,0.0,0.88,2,1.0,0
2.59,32.388,28.135,1.121,64.259,3,40.0,1
3.382,32.341,17.303,1.939,55.128,7,35.0,1
1.92,6.488,5.779,0.882,15.552,5,10.0,1
9.185,15.798,26.748,0.436,51.965,5,50.0,1
2.739,20.789,12.244,0.371,35.835,11,40.0,1
2.367,4.732,5.348,0.991,13.159,4,10.0,1
8.226,30.243,32.626,0.849,72.007,3,54.0,1
0.121,0.4,0.0,0.0,0.527,1,0.0,0
2.427,1.926,0.0,0.419,4.764,2,3.0,0
3.456,14.253,11.101,2.609,31.463,7,34.0,1
3.109,6.819,6.964,0.038,16.759,6,10.0,1
0.171,0.072,0.0,0.0,0.138,0,1.0,0
1.461,6.951,18.649,0.884,27.604,7,40.0,1
4.736,13.808,27.222,0.707,46.339,5,27.0,1
2.326,5.302,39.085,0.802,47.564,3,35.0,1
7.143,6.492,5.847,2.837,22.291,5,29.0,1
2.785,6.915,7.658,2.885,20.425,12,27.0,1
0.252,0.153,0.0,0.0,0.367,1,0.0,0
1.812,1.229,0.698,0.313,4.023,2,5.0,0
5.962,17.287,18.449,2.38,44.115,5,17.0,1
0.366,0.509,0.0,0.0,0.846,1,2.0,0
1.68,6.401,4.962,0.69,13.71,6,12.0,1
4.9,20.339,9.166,0.498,34.309,4,42.0,1
6.401,12.562,14.662,1.781,35.182,8,37.0,1
1.251,1.749,0.0,0.29,3.328,2,2.0,0
4.558,13.417,24.906,2.298,45.124,3,32.0,1
0.089,0.051,0.0,0.0,0.093,0,0.0,0
3.07,3.863,4.93,0.946,12.494,5,15.0,1
1.457,1.374,0.124,0.529,3.562,1,5.0,0
2.851,8.615,28.49,1.152,41.137,4,48.0,1
6.623,13.931,13.637,1.812,35.874,5,36.0,1
1.241,4.518,0.288,1.116,7.23,2,5.0,0
0.335,0.548,0.0,0.0,0.923,1,3.0,0
1.828,7.51,6.869,0.544,16.833,4,15.0,1
3.783,7.866,6.607,0.806,19.153,12,37.0,1
0.28,0.372,0.0,0.0,0.713,2,2.0,0
0.032,0.423,0.0,0.0,0.421,1,0.0,0
3.496,3.532,6.652,0.122,13.964,4,9.0,1
8.865,14.979,25.067,0.222,49.009,8,24.0,1
2.534,2.212,0.399,1.083,6.304,1,6.0,0
7.689,12.387,7.676,1.929,29.748,4,31.0,1
0.014,0.919,0.0,0.0,0.878,2,1.0,0
0.122,0.059,0.0,0.0,0.233,1,0.0,0
3.95,3.394,0.357,1.431,9.115,2,5.0,0
2.403,2.773,0.391,0.345,5.894,3,2.0,0
6.818,20.268,10.696,0.669,38.592,10,13.0,1
0.007,0.272,0.0,0.0,0.313,1,2.0,0
4.01,16.786,31.134,0.166,52.113,6,39.0,1
9.741,8.409,8.018,2.067,28.177,3,24.0,1
2.223,6.065,6.873,0.059,15.274,6,14.0,1
0.234,0.02,0.0,0.0,0.167,1,1.0,0
3.154,12.626,20.603,0.936,36.989,6,56.0,1
3.208,6.035,30.131,1.834,41.035,4,30.0,1
2.588,5.151,7.063,0.673,15.31,5,11.0,1
0.317,0.208,0.0,0.0,0.505,0,1.0,0
7.321,17.679,20.817,1.289,46.725,11,12.0,1
1.576,1.291,0.457,0.321,3.658,3,6.0,0
2.953,3.065,0.338,0.769,7.01,1,5.0,0
5.446,21.602,9.324,1.774,37.999,3,41.0,1
4.079,3.758,0.067,1.147,9.055,3,4.0,0
2.278,1.723,0.24,0.313,4.463,3,3.0,0
0.319,0.461,0.0,0.0,0.639,2,3.0,0
2.908,2.44,0.33,0.386,6.061,2,5.0,0
1.349,0.766,0.0,0.744,2.772,1,2.0,0
0.202,0.018,0.0,0.0,0.059,0,0.0,0
2.092,31.915,32.799,1.439,68.134,7,35.0,1
2.046,1.379,0.0,0.619,3.942,2,2.0,0
4.139,6.811,12.846,0.375,23.852,5,17.0,1
6.036,17.446,14.933,0.894,39.468,7,31.0,1
1.501,10.173,36.19,0.349,48.321,7,34.0,1
1.839,1.256,0.281,0.325,3.718,1,3.0,0
0.062,0.013,0.0,0.0,0.061,1,0.0,0
0.164,0.421,0.0,0.0,0.518,2,1.0,0
0.016,0.471,0.004,0.0,0.451,1,0.0,0
0.06,0.266,0.055,0.0,0.408,0,0.0,0
0.093,0.062,0.0,0.0,0.157,0,0.0,0
0.107,0.131,0.0,0.0,0.122,0,1.0,0
2.179,5.116,6.979,0.585,15.051,5,17.0,1
0.525,1.992,0.0,0.234,2.691,2,4.0,0
0.005,0.149,0.0,0.0,0.218,1,0.0,0
0.062,0.067,0.0,0.0,0.137,1,0.0,0
6.203,15.748,14.89,3.559,40.443,8,24.0,1
1.125,8.267,17.097,1.911,27.887,7,45.0,1
6.31,14.208,28.8,2.077,51.08,8,32.0,1
1.876,5.86,3.21,0.283,11.184,6,8.0,1
6.383,10.866,25.363,0.766,43.618,5,59.0,1
0.859,6.128,3.069,0.336,10.568,3,14.0,1
0.166,0.887,0.0,0.0,1.134,1,1.0,0
6.96,21.221,31.034,2.001,61.281,5,48.0,1
2.019,19.103,6.614,3.643,31.045,5,15.0,1
1.571,7.296,5.737,0.257,14.894,5,11.0,1
5.391,12.378,12.514,2.978,33.215,5,22.0,1
3.74,2.584,0.251,0.212,6.777,1,6.0,0
6.957,30.531,8.492,1.889,48.051,4,18.0,1
1.079,7.301,7.196,0.562,16.116,4,9.0,1
1.323,1.409,0.0,0.291,3.009,2,2.0,0
1.009,3.997,3.55,0.032,8.872,4,17.0,1
3.799,20.033,15.394,2.411,41.455,3,58.0,1
0.192,0.001,0.0,0.0,0.156,0,1.0,0
1.138,0.658,0.0,0.25,1.99,1,3.0,0
2.612,10.972,30.278,0.729,44.439,7,49.0,1
1.19,1.746,0.0,0.122,3.059,2,4.0,0
0.135,0.089,0.0,0.0,0.22,1,2.0,0
0.099,0.322,0.0,0.0,0.436,1,2.0,0
0.129,0.034,0.0,0.0,0.142,0,1.0,0
0.0,0.434,0.0,0.0,0.461,0,0.0,0
7.036,22.859,14.309,2.275,46.393,7,56.0,1
0.04,0.151,0.0,0.0,0.253,1,0.0,0
0.144,0.438,0.0,0.0,0.514,2,1.0,0
2.959,4.332,26.254,1.806,35.264,6,21.0,1
0.022,0.101,0.0,0.0,0.081,0,0.0,0
1.374,7.579,6.937,0.595,16.419,3,10.0,1
2.131,6.871,23.004,1.229,33.326,4,38.0,1
0.062,0.026,0.0,0.037,0.12,1,1.0,0
2.307,15.987,18.647,3.038,39.862,8,31.0,1
0.306,0.866,0.0,0.0,1.226,1,1.0,0
0.166,0.67,0.0,0.0,0.956,1,1.0,0
1.789,2.206,0.607,0.128,4.69,1,4.0,0
1.034,4.919,0.226,1.449,7.611,2,7.0,0
5.234,11.705,24.405,2.482,43.958,8,25.0,1
4.623,17.514,5.431,3.789,31.343,8,41.0,1
0.115,0.024,0.0,0.0,0.133,1,0.0,0
2.087,9.92,5.754,1.946,20.131,9,15.0,1
8.016,15.252,15.204,2.83,41.059,3,22.0,1
5.385,18.018,17.592,3.84,44.64,8,33.0,1
2.866,1.353,0.439,0.435,5.172,2,2.0,0
1.368,2.609,0.231,0.495,4.725,3,6.0,0
2.085,11.521,25.446,0.388,39.206,6,27.0,1
2.469,14.698,29.631,1.285,48.057,4,47.0,1
3.271,17.176,39.591,0.745,61.131,6,15.0,1
2.355,3.82,0.43,0.37,6.952,3,7.0,0
0.127,0.007,0.0,0.0,0.155,0,0.0,0
7.813,25.717,26.379,1.112,61.388,6,55.0,1
5.844,28.479,22.716,1.245,58.266,6,22.0,1
6.958,34.761,30.032,2.916,74.734,3,54.0,1
6.55,33.472,20.618,2.436,62.483,5,42.0,1
0.024,0.052,0.0,0.0,0.101,0,0.0,0
0.037,0.046,0.0,0.0,0.129,1,0.0,0
4.181,4.566,0.176,1.434,10.401,3,7.0,0
0.001,0.505,0.0,0.056,0.531,0,1.0,0
0.028,0.197,0.0,0.0,0.14,0,0.0,0
2.216,0.702,0.0,0.73,3.603,2,5.0,0
0.045,0.709,0.0,0.021,0.744,2,2.0,0
0.106,0.752,0.0,0.0,0.911,1,1.0,0
7.394,21.045,11.705,0.227,40.437,12,29.0,1
5.817,14.411,11.961,3.864,36.306,11,16.0,1
5.257,9.401,19.841,3.81,38.21,8,18.0,1
4.548,31.381,18.609,1.13,55.819,8,57.0,1
6.204,10.468,19.453,2.561,38.556,12,34.0,1
1.858,5.134,5.431,0.426,12.621,6,17.0,1
0.22,0.231,0.0,0.0,0.455,2,2.0,0
0.091,0.346,0.0,0.0,0.461,0,0.0,0
1.763,4.684,5.528,0.656,12.884,5,10.0,1
2.323,21.48,10.957,1.364,36.473,5,16.0,1
1.289,7.657,5.282,0.401,14.185,6,7.0,1
2.653,4.965,0.23,1.369,9.276,1,3.0,0
0.067,0.248,0.0,0.249,0.56,1,1.0,0
3.381,6.178,13.884,1.772,25.102,6,18.0,1
4.555,17.616,20.954,0.463,43.396,6,38.0,1
2.698,2.536,0.015,1.155,6.441,3,4.0,0
1.08,7.935,4.353,0.32,14.226,6,15.0,1
0.048,0.019,0.0,0.0,0.078,1,0.0,0
0.241,0.752,0.0,0.057,1.01,2,3.0,0
1.728,5.168,10.586,0.097,17.711,4,15.0,1
6.834,33.858,16.487,1.51,58.378,6,17.0,1
1.776,1.523,0.689,0.198,4.216,1,2.0,0
3.858,4.851,0.257,0.637,9.553,2,4.0,0
2.36,22.267,30.494,1.042,56.166,8,45.0,1
9.731,31.636,13.791,0.651,55.448,3,52.0,1
3.5,22.42,21.936,0.674,48.718,6,48.0,1
0.398,0.625,0.0,0.0,1.013,1,1.0,0
2.453,1.849,0.0,0.559,4.899,2,3.0,0
2.578,24.84,20.56,3.53,51.287,4,21.0,1
2.964,16.212,17.604,1.497,38.149,6,26.0,1
6.67,13.089,20.182,0.967,40.871,4,23.0,1
0.385,0.289,0.0,0.0,0.658,1,1.0,0
3.556,13.772,16.631,3.085,37.046,12,19.0,1
0.208,0.0,0.0,0.0,0.21,0,0.0,0
2.298,3.755,4.988,0.019,11.165,4,13.0,1
5.726,26.686,27.197,1.651,61.455,7,58.0,1
1.793,1.708,0.0,0.789,4.387,1,2.0,0
0.317,0.422,0.0,0.0,0.742,1,0.0,0
3.936,22.212,24.505,0.108,51.084,6,44.0,1
0.103,0.06,0.0,0.0,0.159,1,0.0,0
6.473,24.129,11.881,2.515,44.87,6,23.0,1
0.881,0.777,0.0,0.775,2.451,2,5.0,0
4.349,20.73,30.861,2.403,58.591,3,45.0,1
9.811,25.917,30.618,1.021,67.313,5,24.0,1
1.576,5.105,3.354,0.54,10.101,6,12.0,1
4.102,26.172,29.462,0.57,59.779,5,16.0,1
0.06,0.638,0.0,0.0,0.717,1,3.0,0
0.846,1.604,0.0,0.688,3.158,2,3.0,0
2.162,2.124,0.154,0.219,4.599,3,2.0,0
7.297,15.354,29.469,0.581,52.761,5,28.0,1
0.281,0.999,0.0,0.0,1.276,1,1.0,0
9.589,33.218,24.248,1.44,68.413,8,42.0,1
4.533,14.424,29.948,0.301,49.311,5,44.0,1
1.21,7.802,6.657,0.877,16.581,6,9.0,1
5.459,12.597,13.328,1.202,32.394,5,17.0,1
2.165,1.888,0.47,0.297,4.805,1,5.0,0
1.109,1.231,0.0,0.741,3.084,1,4.0,0
3.885,29.115,13.416,2.776,48.96,5,31.0,1
2.502,25.941,22.566,0.367,51.636,6,27.0,1
5.052,33.555,10.401,2.685,51.715,8,20.0,1
3.684,19.11,8.479,0.091,31.398,5,57.0,1
0.014,0.123,0.0,0.0,0.123,1,0.0,0
3.604,1.805,0.493,0.254,6.132,2,6.0,0
6.791,12.971,8.572,1.552,30.036,6,21.0,1
5.291,19.738,12.858,1.564,39.515,6,28.0,1
0.032,0.206,0.0,0.0,0.253,0,0.0,0
0.397,0.049,0.0,0.0,0.351,0,0.0,0
4.916,8.976,23.88,1.593,39.685,6,42.0,1
2.798,11.434,26.803,1.66,42.332,3,52.0,1
1.449,2.843,0.495,0.281,4.976,3,2.0,0
0.103,0.018,0.0,0.0,0.139,1,0.0,0
3.772,2.555,0.384,1.225,8.011,2,4.0,0
0.013,0.11,0.0,0.0,0.204,1,0.0,0
0.002,0.071,0.0,0.0,0.105,0,0.0,0
3.499,12.232,15.765,0.949,32.383,5,47.0,1
3.229,7.668,8.281,0.865,20.078,4,11.0,1
0.165,0.352,0.0,0.0,0.57,1,3.0,0
0.19,0.403,0.0,0.0,0.626,2,1.0,0
0.528,1.159,0.0,0.563,2.237,2,2.0,0
3.855,7.595,13.653,1.951,27.204,12,13.0,1
5.149,28.708,26.079,0.174,60.141,3,31.0,1
1.861,3.854,0.275,0.924,6.907,1,4.0,0
9.604,22.911,16.135,1.17,49.874,8,25.0,1
4.238,15.938,26.431,1.32,47.764,6,39.0,1
2.576,16.964,17.332,1.788,38.581,7,24.0,1
5.107,22.45,9.579,3.045,40.676,8,24.0,1
6.987,12.449,22.138,2.04,43.756,4,49.0,1
0.016,0.022,0.194,0.0,0.243,0,0.0,0
7.925,9.102,5.104,3.103,25.172,9,15.0,1
2.012,4.939,0.277,0.875,8.098,3,7.0,0
8.83,11.242,17.862,2.608,40.508,8,54.0,1
0.114,0.177,0.0,0.0,0.333,1,1.0,0
1.049,8.551,8.1,0.447,18.106,6,9.0,1
0.014,0.022,0.0,0.0,0.013,0,1.0,0
2.615,9.246,8.946,2.256,22.697,3,21.0,1
2.797,2.396,0.21,0.432,5.828,3,6.0,0
0.142,0.353,0.0,0.0,0.463,1,2.0,0
1.044,5.545,4.784,0.598,12.343,5,12.0,1
4.302,25.057,28.562,1.577,60.007,6,45.0,1
0.017,0.217,0.0,0.0,0.313,0,0.0,0
1.378,7.949,3.059,0.059,12.187,5,17.0,1
1.765,2.795,0.232,0.682,5.444,2,6.0,0
0.078,0.156,0.0,0.0,0.288,1,0.0,0
4.078,1.694,0.307,0.792,7.034,3,3.0,0
0.013,0.027,0.0,0.0,0.0,1,0.0,0
2.944,7.825,7.424,0.273,18.435,3,11.0,1
2.708,18.909,19.925,2.733,44.156,7,12.0,1
8.382,32.096,13.34,0.255,54.048,6,31.0,1
0.055,0.292,0.0,0.0,0.306,0,0.0,0
5.772,24.477,26.981,2.651,59.839,4,36.0,1
0.012,0.065,0.0,0.0,0.044,1,0.0,0
0.393,1.154,0.0,0.0,1.672,1,1.0,0
3.219,1.365,0.315,0.221,5.205,3,6.0,0
1.421,2.9,0.63,0.13,5.079,1,3.0,0
3.032,4.535,7.178,0.321,14.999,6,12.0,1
3.782,21.678,9.023,1.812,36.661,8,44.0,1
3.809,4.766,0.492,0.699,9.78,1,3.0,0
1.46,4.691,7.274,0.252,13.392,6,11.0,1
7.089,10.479,5.631,3.784,26.924,11,20.0,1
2.137,1.272,0.0,0.707,4.061,1,4.0,0
0.028,0.006,0.0,0.0,0.065,0,0.0,0
8.338,26.298,28.948,0.37,63.918,7,22.0,1
7.431,7.378,20.587,0.224,35.435,9,36.0,1
2.894,6.211,21.509,1.783,32.864,3,39.0,1
6.759,30.183,21.828,2.819,61.427,7,40.0,1
0.082,0.089,0.0,0.0,0.144,0,0.0,0
1.382,0.598,0.0,0.736,2.678,2,3.0,0
1.514,1.516,0.0,0.753,3.781,1,4.0,0
1.51,7.371,7.054,0.742,16.376,3,15.0,1
1.091,6.72,6.171,0.866,14.62,3,15.0,1
1.258,7.384,7.838,0.294,16.682,4,10.0,1
0.032,0.004,0.0,0.0,0.023,0,1.0,0
0.06,0.085,0.0,0.0,0.129,1,0.0,0
1.989,7.259,10.116,1.601,21.124,3,26.0,1
5.77,15.002,19.867,3.792,44.754,12,26.0,1
2.075,12.48,13.013,1.748,29.692,4,16.0,1
4.6,5.294,33.744,0.707,44.501,5,41.0,1
1.51,1.867,0.0,0.732,4.1,2,5.0,0
5.996,13.748,19.795,0.121,39.929,5,41.0,1
2.165,28.967,26.42,1.809,59.669,8,33.0,1
2.363,6.251,4.156,0.352,13.159,4,16.0,1
0.223,1.069,0.0,0.0,1.253,1,2.0,0
1.187,0.617,0.059,0.616,2.427,1,3.0,0
0.064,0.41,0.0,0.0,0.488,1,0.0,0
0.061,0.319,0.0,0.0,0.408,2,3.0,0
7.865,9.435,17.861,1.903,37.184,8,16.0,1
3.407,3.836,0.083,0.373,7.748,3,3.0,0
2.621,3.914,3.732,0.764,10.896,4,16.0,1
3.948,31.646,12.1,0.652,48.528,4,56.0,1
2.183,17.316,28.045,0.336,47.955,2,24.0,1
0.001,0.375,0.0,0.0,0.354,1,2.0,0
0.003,0.135,0.0,0.0,0.158,1,0.0,0
0.123,0.072,0.0,0.0,0.183,1,0.0,0
1.163,11.183,29.081,0.873,42.236,3,18.0,1
2.928,14.167,37.545,1.878,56.698,5,40.0,1
0.099,0.278,0.0,0.0,0.363,0,1.0,0
3.36,2.562,0.076,0.545,6.538,2,7.0,0
0.198,0.12,0.0,0.0,0.371,0,0.0,0
1.708,6.735,5.445,0.755,14.705,3,8.0,1
3.209,4.178,33.34,1.996,42.645,6,22.0,1
1.58,6.163,3.85,0.465,12.065,5,7.0,1
3.367,7.549,6.167,0.28,17.422,5,14.0,1
4.491,12.289,8.265,1.522,26.664,8,16.0,1
7.193,6.157,15.349,0.411,28.972,5,39.0,1
5.449,11.178,13.989,0.609,31.083,12,23.0,1
5.778,18.289,7.58,1.145,32.894,4,28.0,1
0.177,0.268,0.0,0.0,0.416,2,1.0,0
5.883,17.335,17.318,0.616,41.191,4,47.0,1
0.636,0.592,0.0,0.123,1.346,2,4.0,0
2.525,15.163,10.794,1.503,30.059,5,45.0,1
0.035,0.164,0.0,0.0,0.189,0,0.0,0
2.285,0.807,0.267,0.5,3.893,2,5.0,0
3.479,2.774,0.239,0.989,7.526,2,6.0,0
6.603,8.207,31.769,2.567,49.342,3,48.0,1
2.257,5.094,7.398,0.663,15.305,6,15.0,1
8.391,25.434,17.516,2.698,54.056,6,18.0,1
4.694,13.688,20.688,1.181,40.495,3,47.0,1
0.041,0.13,0.0,0.0,0.202,1,1.0,0
0.094,0.086,0.0,0.0,0.202,1,0.0,0
0.066,0.101,0.0,0.0,0.193,1,0.0,0
0.212,0.358,0.0,0.0,0.505,2,3.0,0
0.758,1.731,0.0,0.667,3.063,2,2.0,0
1.641,1.761,0.349,1.142,4.963,3,5.0,0
1.24,8.131,4.781,0.237,14.272,5,7.0,1
2.365,2.482,0.095,0.276,5.199,1,4.0,0
0.04,0.04,0.0,0.0,0.091,1,2.0,0
2.887,17.44,6.062,3.41,30.064,7,32.0,1
2.108,7.578,4.961,0.451,15.21,5,15.0,1
0.23,0.968,0.0,0.0,1.138,2,3.0,0
6.821,15.873,17.58,1.899,42.248,11,37.0,1
2.502,13.195,29.561,1.71,46.943,5,42.0,1
2.042,4.256,5.001,0.774,11.793,6,8.0,1
7.54,20.671,18.903,0.424,47.405,5,14.0,1
7.819,6.893,12.368,1.476,28.469,11,38.0,1
2.631,26.21,9.336,2.263,40.624,8,30.0,1
3.458,29.444,20.773,0.805,54.513,7,51.0,1
3.093,4.402,0.246,0.554,8.341,1,5.0,0
4.325,4.964,39.28,1.982,50.287,4,37.0,1
7.628,22.493,30.107,1.257,61.528,3,33.0,1
2.856,5.771,4.233,0.749,13.705,5,9.0,1
0.247,0.286,0.0,0.0,0.641,2,2.0,0
2.077,6.35,7.755,0.524,17.05,6,13.0,1
4.027,16.069,17.504,3.418,40.809,9,16.0,1
7.544,10.587,20.867,3.0,41.626,4,27.0,1
7.684,21.082,9.305,1.072,39.2,3,39.0,1
0.315,0.596,0.278,0.0,1.153,2,2.0,0
4.414,9.323,30.647,1.76,46.467,4,36.0,1
0.08,0.623,0.0,0.0,0.732,2,1.0,0
2.083,10.539,20.33,0.889,34.344,9,35.0,1
2.518,7.184,35.089,0.882,45.315,6,48.0,1
3.183,3.161,0.231,1.464,8.044,1,4.0,0
0.069,0.081,0.0,0.0,0.21,1,1.0,0
0.073,0.298,0.0,0.0,0.464,1,0.0,0
0.279,0.511,0.0,0.0,0.786,2,3.0,0
1.148,6.59,4.758,0.727,13.017,3,9.0,1
2.953,1.775,0.704,0.246,5.68,2,2.0,0
3.829,31.307,11.355,1.336,47.811,8,41.0,1
4.507,19.068,15.701,1.749,41.43,6,46.0,1
9.701,26.404,33.825,1.452,71.177,7,34.0,1
0.071,0.129,0.0,0.0,0.215,0,0.0,0
5.846,20.241,17.768,0.295,44.149,10,18.0,1
2.368,3.281,0.077,0.471,6.204,1,6.0,0
0.155,0.377,0.0,0.0,0.516,2,3.0,0
3.195,1.435,0.529,0.244,5.34,2,3.0,0
1.416,4.46,7.333,0.729,13.934,3,14.0,1
7.982,31.556,34.483,1.884,75.795,3,31.0,1
3.052,6.585,6.92,0.26,16.881,4,11.0,1
6.614,22.162,8.972,1.906,39.627,5,39.0,1
1.872,1.358,0.0,0.522,3.762,1,3.0,0
1.31,1.192,0.0,0.465,2.917,1,4.0,0
0.046,0.283,0.0,0.0,0.261,0,1.0,0
3.673,34.949,27.037,0.092,65.757,7,56.0,1
0.008,0.108,0.0,0.0,0.114,1,0.0,0
0.749,0.983,0.0,0.326,2.013,2,4.0,0
0.222,0.253,0.0,0.0,0.434,0,0.0,0
0.093,0.946,0.0,0.169,1.239,2,2.0,0
6.281,8.605,10.164,0.34,25.085,8,42.0,1
6.87,12.494,19.499,1.296,40.13,8,58.0,1
0.337,0.875,0.0,0.019,1.196,2,2.0,0
5.522,10.848,12.764,2.382,31.254,7,22.0,1
6.032,21.454,8.128,2.65,38.247,11,42.0,1
1.653,6.708,8.457,0.888,17.789,3,14.0,1
2.609,12.079,7.338,2.496,24.068,9,21.0,1
1.515,1.526,0.0,0.255,3.24,2,5.0,0
0.66,1.03,0.0,0.221,1.935,1,4.0,0
3.176,2.473,0.597,0.276,6.617,1,2.0,0
0.336,1.115,0.0,0.0,1.466,2,3.0,0
2.347,1.977,0.559,0.188,5.03,2,3.0,0
0.332,0.372,0.0,0.0,0.678,2,2.0,0
1.641,1.358,0.0,0.396,3.399,1,5.0,0
6.125,11.673,11.363,1.207,30.256,12,43.0,1
3.101,31.007,17.941,2.859,55.606,8,42.0,1
0.091,0.545,0.0,0.0,0.665,2,2.0,0
4.528,7.124,35.437,0.455,47.524,2,48.0,1
2.519,1.561,0.484,0.11,4.511,1,5.0,0
0.051,1.067,0.0,0.0,1.152,2,1.0,0
1.831,1.793,0.621,0.427,4.742,2,6.0,0
0.14,0.373,0.0,0.0,0.448,2,2.0,0
6.49,12.835,17.682,2.749,39.784,6,34.0,1
6.909,23.446,11.599,1.227,43.348,12,28.0,1
0.172,0.474,0.0,0.0,0.7,2,2.0,0
0.015,0.717,0.289,0.0,1.11,1,2.0,0
4.909,8.778,6.663,0.411,20.592,11,21.0,1
0.031,0.117,0.0,0.0,0.089,0,1.0,0
9.162,11.933,17.59,0.681,39.583,8,18.0,1
0.934,8.502,3.892,0.731,14.053,3,11.0,1
1.911,3.894,0.364,0.279,6.495,2,6.0,0
0.021,0.0,0.0,0.0,0.061,1,0.0,0
1.307,1.903,0.0,0.586,3.884,1,5.0,0
7.803,10.949,8.372,0.456,27.735,3,26.0,1
0.173,0.383,0.0,0.0,0.705,1,2.0,0
1.937,4.239,0.383,0.215,6.734,3,7.0,0
2.468,2.346,0.695,0.186,5.74,2,6.0,0
0.073,0.648,0.39,0.0,1.12,1,1.0,0
2.533,5.799,4.676,0.924,13.936,4,9.0,1
4.09,19.452,9.72,0.996,33.943,6,44.0,1
7.413,30.175,24.338,2.05,63.792,8,16.0,1
0.275,0.846,0.274,0.0,1.387,1,1.0,0
6.681,27.008,10.764,1.44,45.762,5,47.0,1
5.558,13.933,13.679,0.926,34.16,7,36.0,1
2.544,1.002,0.304,0.411,4.305,3,6.0,0
0.048,0.555,0.0,0.0,0.601,1,0.0,0
9.327,23.148,21.486,2.704,56.785,4,42.0,1
2.319,9.837,11.493,0.775,24.694,6,26.0,1
1.093,3.647,6.108,0.268,11.077,6,16.0,1
1.174,2.522,0.781,0.255,4.774,1,2.0,0
2.562,3.878,4.768,0.353,11.402,5,12.0,1
0.214,0.117,0.0,0.0,0.301,0,0.0,0
6.91,11.79,20.497,0.98,40.139,7,40.0,1
7.604,6.374,10.51,1.589,26.167,10,37.0,1
0.214,0.409,0.0,0.0,0.569,1,0.0,0
0.011,0.012,0.0,0.0,0.0,1,0.0,0
4.447,8.63,21.851,2.079,36.807,10,43.0,1
0.074,0.277,0.0,0.0,0.355,0,0.0,0
